_time,bad_hall_sequence,bridge_pwm_flag,bus_current,bus_current_flag,bus_voltage,bus_voltage_lower_limit_flag,bus_voltage_upper_limit_flag,config_read_error,current_setpoint,dc_bus_overvoltage,desired_velocity,heat_sink_temp_flag,heatsink_temperature,hw_overcurrent,motor_current_flag,motor_temperature,motor_velocity,phase_a_current,phase_b_current,sw_overcurrent,undervoltage_lockout,vehicle_velocity,velocity_flag,watchdog_reset
2023-09-30T22:53:40Z,0.0,0.0,4.79487776756287,0.0,104.368449529012,0.0,0.0,0.0,0.544329974042383,0.0,-8.04347826086956,0.0,22.5043029785156,0.0,0.829268292682927,31.3702697753906,-40.5334722201029,35.2264474232992,37.4546579784817,0.0,0.0,-0.976270794868469,0.0,0.0
2023-09-30T22:53:50Z,0.0,0.022222222222222,5.53470416502519,0.0,104.163732702082,0.0,0.0,0.0,0.542899945408714,0.0,-6.22448979591837,0.0,22.7970275878906,0.0,0.622222222222222,31.2159729003906,-38.6623973846436,42.2389116287232,43.6641012191773,0.0,0.0,-0.931204915046692,0.0,0.0
2023-09-30T22:54:00Z,0.0,0.045454545454546,7.82401347160339,0.0,103.574731190999,0.022727272727273,0.0,0.0,0.61758277517684,0.0,-6.80851063829787,0.0,23.0055236816406,0.0,0.613636363636364,31.2374572753906,-46.2502604782581,37.5377408663432,35.3845596313477,0.0,0.0,-1.11396273486316,0.0,0.0
2023-09-30T22:54:10Z,0.0,0.0,9.8926006158193,0.0,103.375713348389,0.068181818181818,0.0,0.0,0.513240137772465,0.0,-7.38636363636364,0.0,23.5499572753906,0.0,0.727272727272727,31.3478088378906,-44.5857056511773,37.7672150929769,38.5020109812419,0.0,0.0,-1.07387105623881,0.0,0.0
2023-09-30T22:54:20Z,0.0,0.159090909090909,22.6810097013201,0.0,101.656593867711,0.068181818181818,0.0,0.0,0.836636962196262,0.0,-8.65979381443299,0.0,23.760243733724,0.0,0.659090909090909,31.2599182128906,-116.690887996129,61.610298701695,64.4053546360561,0.0,0.0,-2.81056370053972,0.0,0.0
2023-09-30T22:54:30Z,0.0,0.0,26.4587965011597,0.0,100.91713142395,0.022727272727273,0.0,0.0,0.840540820238541,0.0,-8.46938775510204,0.0,24.1178283691406,0.0,0.818181818181818,31.1710510253906,-133.121337890625,66.9118209838867,67.8268371582031,0.0,0.0,-3.20630009969076,0.0,0.0
2023-09-30T22:54:40Z,0.0,0.022222222222222,18.6584336636098,0.0,101.740919012772,0.0,0.0,0.0,0.743899274067953,0.0,-7.7,0.0,25.0270080566406,0.0,0.733333333333333,31.3258361816406,-130.053510665894,49.9478969573975,51.5970532553537,0.0,0.0,-3.13240978121757,0.0,0.0
2023-09-30T22:54:50Z,0.0,0.088888888888889,19.849536895752,0.0,101.599271138509,0.044444444444445,0.0,0.0,0.695236680118124,0.0,-8.58695652173913,0.0,25.3028869628906,0.0,0.733333333333333,31.5030822753906,-126.024835205078,60.1850484609604,60.9845118522644,0.0,0.0,-3.03537690639496,0.0,0.0
2023-09-30T22:55:00Z,0.0,0.0,18.7047365733555,0.0,101.557304382324,0.044444444444445,0.0,0.0,0.77961416170001,0.0,-7.91666666666667,0.0,25.9200744628906,0.0,0.777777777777778,31.3478088378906,-129.768648783366,51.272049109141,52.2390042940776,0.0,0.0,-3.1255487203598,0.0,0.0
2023-09-30T22:55:10Z,0.0,0.075,19.0258767604828,0.0,101.443549346924,0.025,0.0,0.0,0.659143149548647,0.0,-7.14285714285714,0.0,,0.0,0.6,,-139.712168375651,44.3015654881795,46.1995727221171,0.0,0.0,-3.36504383881887,0.0,0.0
